T_max,disp_max,sigma_vm_max,J_in,h_conv,mat_left,mat_right
304.8022111665323,2.6104184960598617e-06,3337596.24251267,3000000.0,50,Fe,Al
302.7028562207134,7.785595742366593e-07,844164.9465247137,3000000.0,50,Fe,Cu
312.1056453130012,2.144497147936221e-06,3815722.9221867532,3000000.0,50,Fe,Fe
309.86216953749295,1.915577815835955e-06,3431122.3551512114,3000000.0,50,Fe,Ni
303.60269146251085,1.8547530012225425e-06,2364481.2446808373,3000000.0,50,Ni,Al
301.99113589417556,5.391528732470602e-07,647245.176151334,3000000.0,50,Ni,Cu
309.8621769913391,1.9157757097580985e-06,3223619.0116933873,3000000.0,50,Ni,Fe
307.8072699315389,1.5079305671074735e-06,2820636.2643637853,3000000.0,50,Ni,Ni
301.423244136751,5.147321791878436e-07,338416.9327780255,3000000.0,100,Al,Al
300.79543936755607,3.596047636144294e-07,225333.69995852243,3000000.0,100,Al,Cu
304.4208703907099,2.4247357235972234e-06,3778920.0644109324,3000000.0,100,Al,Fe
303.32539232430406,1.7272197740620275e-06,2687649.655690149,3000000.0,100,Al,Ni
300.7954409279324,3.5955550740986223e-07,192676.01257789615,3000000.0,100,Cu,Al
300.4544668666711,1.16747773107895e-07,122216.01045652443,3000000.0,100,Cu,Cu
302.56617641411384,7.426536203969365e-07,993587.631580412,3000000.0,100,Cu,Fe
301.89266299133385,5.149293130884976e-07,700165.118713269,3000000.0,100,Cu,Ni
304.4208610931802,2.424342255890495e-06,3073748.6744002397,3000000.0,100,Fe,Al
302.56616601397633,7.425333348254445e-07,801617.7712495045,3000000.0,100,Fe,Cu
310.6170192779218,1.901724794246167e-06,3462547.1877816343,3000000.0,100,Fe,Fe
308.70195316765376,1.7085166898035125e-06,3126221.806410341,3000000.0,100,Fe,Ni
303.32538621265087,1.7269431300739615e-06,2183216.9986091196,3000000.0,100,Ni,Al
301.8926560409967,5.148516355718201e-07,624905.1084514057,3000000.0,100,Ni,Cu
308.70195751320745,1.7086921515318533e-06,2939836.227107333,3000000.0,100,Ni,Fe
306.9308450250074,1.352051707905159e-06,2581767.05926083,3000000.0,100,Ni,Ni
301.15625418903943,4.2559280097362216e-07,290217.2764937909,3000000.0,300,Al,Al
300.6849280987463,3.154839008899653e-07,195324.608320826,3000000.0,300,Al,Cu
303.35280347167895,1.8939496655885827e-06,2858449.942179232,3000000.0,300,Al,Fe
302.5404110115465,1.359205153734108e-06,2048339.6016282847,3000000.0,300,Al,Ni
300.68492888603106,3.154410578194697e-07,172869.57641300638,3000000.0,300,Cu,Al
300.4052319453634,1.050718841873991e-07,112104.94808661516,3000000.0,300,Cu,Cu
302.1357378568246,6.270646251864088e-07,825160.6911183753,3000000.0,300,Cu,Fe
301.5806801496952,4.3661778334766717e-07,619281.1130100706,3000000.0,300,Cu,Ni
303.35280016571414,1.8936441277380165e-06,2324954.222592797,3000000.0,300,Fe,Al
302.1357331070204,6.269624088301344e-07,693736.8262994551,3000000.0,300,Fe,Cu
307.09104380577685,1.3177175928495145e-06,2601461.2123574214,3000000.0,300,Fe,Fe
305.89987499018133,1.199919458085926e-06,2368074.27167465,3000000.0,300,Fe,Ni
302.5404087843856,1.3589889118869256e-06,1663791.3632981544,3000000.0,300,Ni,Al
301.5806770036957,4.365515179460182e-07,552495.020651104,3000000.0,300,Ni,Cu
305.89987613166807,1.2000401081322038e-06,2234068.450671126,3000000.0,300,Ni,Fe
304.7671180000096,9.619293441147033e-07,1976822.9128103592,3000000.0,300,Ni,Ni
300.97232683163816,3.635213714005524e-07,256341.21619749838,3000000.0,500,Al,Al
300.60115595890494,2.815736960360061e-07,177602.37430352482,3000000.0,500,Al,Cu
302.6995125325765,1.5607876617375914e-06,2286117.1966779646,3000000.0,500,Al,Fe
302.0540471712556,1.1256131183270178e-06,1646121.5266659153,3000000.0,500,Al,Ni
300.6011564358207,2.815357557700379e-07,157564.04964986516,3000000.0,500,Cu,Al
300.3654160197627,9.558295421091318e-08,103852.56867110981,3000000.0,500,Cu,Cu
301.8300039424612,5.430595453119381e-07,703311.8467383584,3000000.0,500,Cu,Fe
301.3574811654766,3.7937540054788403e-07,559527.7540527666,3000000.0,500,Cu,Ni
302.69951104116444,1.5605370878556514e-06,1859353.0449522494,3000000.0,500,Fe,Al
301.83000120279195,5.429705056633373e-07,626380.4364277712,3000000.0,500,Fe,Cu
305.31998556943563,1.015393045814106e-06,2143544.5506477803,3000000.0,500,Fe,Fe
304.45966135126275,9.306387205425591e-07,1956761.3780633234,3000000.0,500,Fe,Ni
302.05404616360545,1.1254350500875285e-06,1336988.3101452535,3000000.0,500,Ni,Al
301.3574793618707,3.793175079258733e-07,499002.04729478626,3000000.0,500,Ni,Cu
304.4596617169862,9.307306282773055e-07,1851026.3351328212,3000000.0,500,Ni,Fe
303.6289427555056,7.511928416328164e-07,1642295.1478315212,3000000.0,500,Ni,Ni
302.83886301028866,1.0174146842520299e-06,656632.1363994298,4000000.0,5,Al,Al
301.53117924734977,6.854879853509124e-07,433663.0333071273,4000000.0,5,Al,Cu
309.25470647583563,4.988513324487654e-06,7900585.373946765,4000000.0,5,Al,Fe
306.9235192542551,3.535031714581236e-06,5589316.2098231325,4000000.0,5,Al,Ni
301.5311866131148,6.853936848866725e-07,363194.9248979841,4000000.0,5,Cu,Al
300.85716670311194,2.191857890769926e-07,227318.3891606069,4000000.0,5,Cu,Cu
305.0476607386935,1.4476454938427045e-06,1952536.7670045858,4000000.0,5,Cu,Fe
303.71400063941377,1.0012587026265178e-06,1332762.9859061197,4000000.0,5,Cu,Ni
309.2546577130966,4.987701222088577e-06,6426382.436569457,4000000.0,5,Fe,Al
305.04760626562194,1.4474117832774158e-06,1575575.7089560411,4000000.0,5,Fe,Cu
324.6038223822964,4.312289880288776e-06,7507041.77729811,4000000.0,5,Fe,Fe
319.9118667112946,3.826257214839715e-06,6716566.141835467,4000000.0,5,Fe,Ni
306.9234881892399,3.534463457870481e-06,4540403.847057438,4000000.0,5,Ni,Al
303.7139636126898,1.0011081292173923e-06,1189745.574474178,4000000.0,5,Ni,Cu
319.9119049723424,3.826654706239646e-06,6304913.1575912805,4000000.0,5,Ni,Fe
315.6490335004637,2.9938764648132656e-06,5492166.171643536,4000000.0,5,Ni,Ni
302.82080666388663,1.01144087267602e-06,653426.9193504093,4000000.0,10,Al,Al
301.52454062036895,6.828795752719817e-07,431794.06116970046,4000000.0,10,Al,Cu
309.1691573423205,4.9472923937332755e-06,7828560.1126033915,4000000.0,10,Al,Fe
306.86182828872285,3.5069232556335743e-06,5540138.989133545,4000000.0,10,Al,Ni
301.5245470083539,6.827856557369503e-07,362029.50190052873,4000000.0,10,Cu,Al
300.8544311051679,2.1853992687415912e-07,226761.203870174,4000000.0,10,Cu,Cu
305.01947431445774,1.4403207839535203e-06,1941822.1132055174,4000000.0,10,Cu,Fe
303.69379108771636,9.96332640701657e-07,1327721.1743101685,4000000.0,10,Cu,Ni
309.1691108326247,4.946487144320669e-06,6367791.866995952,4000000.0,10,Fe,Al
305.0194249838601,1.4400882150454597e-06,1566914.5744760358,4000000.0,10,Fe,Cu
324.21968923880263,4.250138230224149e-06,7417249.486108048,4000000.0,10,Fe,Fe
319.61644071276424,3.774256243657759e-06,6640476.232730568,4000000.0,10,Fe,Ni
306.8617986524702,3.5063596296964915e-06,4500449.356219346,4000000.0,10,Ni,Al
303.69375978017507,9.96182782850806e-07,1185231.9589186031,4000000.0,10,Ni,Cu
319.6164716066479,3.7746480852328948e-06,6234099.861214089,4000000.0,10,Ni,Fe
315.4311442233513,2.9553919156519415e-06,5433551.800513514,4000000.0,10,Ni,Ni
302.7507709756754,9.882529404652882e-07,640979.5100748918,4000000.0,30,Al,Al
301.4985514745155,6.726540178170892e-07,424468.92157319485,4000000.0,30,Al,Cu
308.8420500156662,4.789291431029501e-06,7552613.893337248,4000000.0,30,Al,Fe
306.6255309536048,3.3990241071282136e-06,5351446.471262373,4000000.0,30,Al,Ni
301.4985562093357,6.725615912292084e-07,357459.40773773566,4000000.0,30,Cu,Al
300.84365715062313,2.1599531297019349e-07,224565.4350528475,4000000.0,30,Cu,Cu
304.909884153452,1.4117606493985373e-06,1900054.3769453631,4000000.0,30,Cu,Fe
303.615133292462,9.771139764098346e-07,1308039.6117606428,4000000.0,30,Cu,Ni
308.8420197860218,4.78851244322262e-06,6143316.884701313,4000000.0,30,Fe,Al
304.90985207929117,1.4115325327919167e-06,1533152.0328082708,4000000.0,30,Fe,Cu
322.7930428811886,4.018994803392731e-06,7082900.57081322,4000000.0,30,Fe,Fe
318.51693594234644,3.5800689895431094e-06,6356014.893606129,4000000.0,30,Fe,Ni
306.6255103943323,3.3984782526158718e-06,4347144.139105188,4000000.0,30,Ni,Al
303.61511066654225,9.769669107999398e-07,1167612.3023638602,4000000.0,30,Ni,Cu
318.5169541007882,3.58043974396145e-06,5969360.784288949,4000000.0,30,Ni,Fe
314.61546099838995,2.8111567494003726e-06,5213633.688146625,4000000.0,30,Ni,Ni
302.68403548665407,9.661376607659047e-07,629098.5129654083,4000000.0,50,Al,Al
301.47342504744057,6.627495722964056e-07,417376.40642805706,4000000.0,50,Al,Cu
308.53728893632666,4.641498425860898e-06,7294692.868898476,4000000.0,50,Al,Fe
306.4048010608,3.2978678699198613e-06,5174672.853017093,4000000.0,50,Al,Ni
301.4734289620493,6.626585909979843e-07,353030.67580098804,4000000.0,50,Cu,Al
300.833143934537,2.135111689739351e-07,222421.00996401516,4000000.0,50,Cu,Cu
304.8051041830218,1.384329742940047e-06,1859954.1186713353,4000000.0,50,Cu,Fe
303.53981532352014,9.586383721405235e-07,1289101.3550328647,4000000.0,50,Cu,Ni
308.5372642971734,4.640743993907269e-06,5933504.431946111,4000000.0,50,Fe,Al
304.8050777078601,1.3841059039745518e-06,1500737.6769845006,4000000.0,50,Fe,Cu
321.52114722252804,3.8124393740699747e-06,6783507.417419676,4000000.0,50,Fe,Fe
317.53274584807116,3.4054716732711097e-06,6099773.076973983,4000000.0,50,Fe,Ni
306.40478482371543,3.2973386698281663e-06,4203522.213762689,4000000.0,50,Ni,Al
303.53979712809115,9.584939917719508e-07,1150658.0862670105,4000000.0,50,Ni,Cu
317.53275909570937,3.405823484048482e-06,5730878.2434184635,4000000.0,50,Ni,Fe
313.8795909936557,2.6807654533646144e-06,5014464.471403712,4000000.0,50,Ni,Ni
302.5302117982552,9.150794296200962e-07,601630.1027001318,4000000.0,100,Al,Al
301.4141144166336,6.392973513906605e-07,400593.2402291124,4000000.0,100,Al,Cu
307.8593251369602,4.310641285352427e-06,6718080.112715126,4000000.0,100,Al,Fe
305.91180857704074,3.070612931714772e-06,4778043.83265147,4000000.0,100,Al,Ni
301.4141172015853,6.392097894793764e-07,342535.13264250214,4000000.0,100,Cu,Al
300.807941082246,2.0755159309502125e-07,217272.90387748997,4000000.0,100,Cu,Cu
304.5620913972606,1.320273101076178e-06,1766378.0094809032,4000000.0,100,Cu,Fe
303.3647342030749,9.154298886645627e-07,1244737.9874512085,4000000.0,100,Cu,Ni
307.8593086113803,4.309941789277521e-06,5464442.088755194,4000000.0,100,Fe,Al
304.5620728969188,1.320059256398926e-06,1425098.2545985943,4000000.0,100,Fe,Cu
318.8747009379388,3.3808440786188998e-06,6155639.445132914,4000000.0,100,Fe,Fe
315.47013896784887,3.0373630046694067e-06,5557727.656828467,4000000.0,100,Fe,Ni
305.91179771292366,3.07012112117682e-06,3881274.6652400475,4000000.0,100,Ni,Al
303.36472183449524,9.152917916909771e-07,1110942.4105349872,4000000.0,100,Ni,Cu
315.47014668992597,3.037674936043595e-06,5226375.515179883,4000000.0,100,Ni,Fe
312.321502270194,2.4036474813088925e-06,4589808.106529011,4000000.0,100,Ni,Ni
302.055563002305,7.566094238968188e-07,515941.82485537644,4000000.0,300,Al,Al
301.2176499408817,5.608602629755313e-07,347243.74483408063,4000000.0,300,Al,Cu
305.9605395035172,3.3670216268646796e-06,5081688.784638368,4000000.0,300,Al,Fe
304.51628624310126,2.416364717740527e-06,3641492.625324293,4000000.0,300,Al,Ni
301.2176513500193,5.607841016041201e-07,307323.6907091987,4000000.0,300,Cu,Al
300.7204123351131,1.867944576869361e-07,199297.68229771475,4000000.0,300,Cu,Cu
303.79686729660557,1.1147815543905774e-06,1466952.3380256472,4000000.0,300,Cu,Fe
302.8100980411223,7.762093916216613e-07,1100944.199811247,4000000.0,300,Cu,Ni
305.96053362870896,3.3664784500608515e-06,4133251.9518461213,4000000.0,300,Fe,Al
303.7968588430577,1.1145998332282282e-06,1233309.909744576,4000000.0,300,Fe,Cu
312.6063000985877,2.3426090539102664e-06,4624819.933251614,4000000.0,300,Fe,Fe
310.48866665124353,2.133190148084329e-06,4209909.81700042,4000000.0,300,Fe,Ni
304.51628228443116,2.415980288608255e-06,2957851.313255962,4000000.0,300,Ni,Al
302.8100924376954,7.76091583314625e-07,982213.3662369729,4000000.0,300,Ni,Cu
310.48866867830475,2.1334046366664583e-06,3971677.245953724,4000000.0,300,Ni,Fe
308.4748764468905,1.710096612160454e-06,3514351.8458876777,4000000.0,300,Ni,Ni
301.7285810335908,6.462602157690455e-07,455717.71766286046,4000000.0,500,Al,Al
301.0687216934862,5.00575454847437e-07,315737.5512745958,4000000.0,500,Al,Cu
304.7991333898912,2.7747336201820865e-06,4064208.3484754665,4000000.0,500,Al,Fe
303.65163941583006,2.0010899881008963e-06,2926438.2697732695,4000000.0,500,Al,Ni
301.068722549867,5.005080091659267e-07,280113.86538834986,4000000.0,500,Cu,Al
300.6496284682447,1.6992524904005623e-07,184626.7857211207,4000000.0,500,Cu,Cu
303.2533403382629,9.65439190296958e-07,1250332.170450538,4000000.0,500,Cu,Fe
302.4132998472154,6.744451555925394e-07,994716.0061673836,4000000.0,500,Cu,Ni
304.7991307405046,2.774288156883816e-06,3305516.524829213,4000000.0,500,Fe,Al
303.25333545953043,9.652808947428426e-07,1113565.2170173198,4000000.0,500,Fe,Cu
309.4577521231133,1.8051431925517677e-06,3810745.86805174,4000000.0,500,Fe,Fe
307.92828684830124,1.654468836825563e-06,3478686.894937203,4000000.0,500,Fe,Ni
303.6516376250207,2.0007734230710464e-06,2376868.107473325,4000000.0,500,Ni,Al
302.41329663161287,6.743422325738992e-07,887114.7473067978,4000000.0,500,Ni,Cu
307.9282874966986,1.654632228040071e-06,3290713.4850093224,4000000.0,500,Ni,Fe
306.45145378941834,1.3354539409838416e-06,2919635.8191140355,4000000.0,500,Ni,Ni
304.43572345324264,1.5897104441036364e-06,1025987.7131108457,5000000.0,5,Al,Al
302.39246756257563,1.0710749723310553e-06,677598.4863012381,5000000.0,5,Al,Cu
314.46047886676195,7.794552068654326e-06,12344664.64529753,5000000.0,5,Al,Fe
310.8179988351416,5.523487054065087e-06,8733306.57807971,5000000.0,5,Al,Ni
302.3924790802962,1.0709276315540675e-06,567492.0695558327,5000000.0,5,Cu,Al
301.33932296297905,3.424777927698549e-07,355184.9803896788,5000000.0,5,Cu,Cu
307.88696989992815,2.2619460827491947e-06,3050838.696754926,5000000.0,5,Cu,Fe
305.803125996293,1.5644667219299396e-06,2082442.1644818874,5000000.0,5,Cu,Ni
314.46040267783843,7.793283160376636e-06,10041222.557950705,5000000.0,5,Fe,Al
307.88688477656905,2.2615809070543172e-06,2461837.040934602,5000000.0,5,Fe,Cu
338.4434724719247,6.73795293793063e-06,11729752.777200157,5000000.0,5,Fe,Fe
331.11229173922214,5.9785268987049436e-06,10494634.59748468,5000000.0,5,Fe,Ni
310.8179502969973,5.5225991537819275e-06,7094381.011905238,5000000.0,5,Ni,Al
305.80306813187235,1.5642314480672277e-06,1858977.4566057387,5000000.0,5,Ni,Cu
331.11235151913996,5.979147978494351e-06,9851426.808988916,5000000.0,5,Ni,Fe
324.45161484755255,4.677931976786046e-06,8581509.644169673,5000000.0,5,Ni,Ni
304.4075104117262,1.5803763634245266e-06,1020979.5614134491,5000000.0,10,Al,Al
302.3820947079186,1.0669993315787405e-06,674678.2173358676,5000000.0,10,Al,Cu
314.32680834544806,7.730144364232554e-06,12232125.174275065,5000000.0,10,Al,Fe
310.7216067014019,5.479567586909373e-06,8656467.170666497,5000000.0,10,Al,Ni
302.3821046978498,1.0668525859962848e-06,565671.096111271,5000000.0,10,Cu,Al
301.33504859134376,3.4146863311396396e-07,354314.37840446323,5000000.0,10,Cu,Cu
307.8429286121828,2.250501223583682e-06,3034097.050244938,5000000.0,10,Cu,Fe
305.77154857190646,1.5567697502084246e-06,2074564.3339074336,5000000.0,10,Cu,Ni
314.32673567688744,7.72888616372419e-06,9949674.792842977,5000000.0,10,Fe,Al
307.84285152399815,2.2501378317418695e-06,2448304.018365946,5000000.0,10,Fe,Cu
337.84326443519154,6.6408409846955085e-06,11589452.322191795,5000000.0,10,Fe,Fe
330.65068861655936,5.897275381243197e-06,10375744.114528155,5000000.0,10,Fe,Ni
310.72156039563134,5.478686922163694e-06,7031952.119865742,5000000.0,10,Ni,Al
305.7714996437556,1.5565355944179078e-06,1851924.9323479384,5000000.0,10,Ni,Cu
330.65073688533334,5.897887633189089e-06,9740781.033424074,5000000.0,10,Ni,Fe
324.11116285227246,4.617799868765811e-06,8489924.68937279,5000000.0,10,Ni,Ni
304.2980796489591,1.5441452193758787e-06,1001530.4844483661,5000000.0,30,Al,Al
302.3414866677014,1.0510218981278958e-06,663232.686767885,5000000.0,30,Al,Cu
313.8157031476041,7.483267860054543e-06,11800959.206722604,5000000.0,30,Al,Fe
310.35239211527306,5.310975167377588e-06,8361635.111482675,5000000.0,30,Al,Ni
302.3414940743543,1.0508774851968514e-06,558530.3239780335,5000000.0,30,Cu,Al
301.31821428735884,3.374926738807392e-07,350883.48961158,5000000.0,30,Cu,Cu
307.6716939855164,2.205876013304286e-06,2968834.962301113,5000000.0,30,Cu,Fe
305.648645766762,1.5267405872293525e-06,2043811.8923916467,5000000.0,30,Cu,Ni
313.81565591653265,7.4820506932645475e-06,9598932.632979376,5000000.0,30,Fe,Al
307.6716438607815,2.2055195782540887e-06,2395550.0470639183,5000000.0,30,Fe,Cu
335.61412950129136,6.279679380252243e-06,11067032.142013557,5000000.0,30,Fe,Fe
328.93271241255434,5.59385779664873e-06,9931273.272082204,5000000.0,30,Fe,Ni
310.35235999226575,5.310122270486059e-06,6792412.718108983,5000000.0,30,Ni,Al
305.64861040391514,1.5265107943830943e-06,1824394.21901934,5000000.0,30,Ni,Cu
328.93274078228467,5.594437099930934e-06,9327126.225698054,5000000.0,30,Ni,Fe
322.83665781302346,4.392432421456124e-06,8146302.638733453,5000000.0,30,Ni,Ni
304.1938054473065,1.5095900948067241e-06,982966.4264217593,5000000.0,50,Al,Al
302.30222662549255,1.0355462020348973e-06,652150.6318801661,5000000.0,50,Al,Cu
313.33951396122944,7.252341289495173e-06,11397957.606111366,5000000.0,50,Al,Fe
310.00750165778675,5.152918546730279e-06,8085426.333001588,5000000.0,50,Al,Ni
302.30223275046546,1.0354040473260275e-06,551610.4303222036,5000000.0,50,Cu,Al
301.30178738725067,3.336111989008133e-07,347532.825427743,5000000.0,50,Cu,Cu
307.50797528180277,2.16301522199055e-06,2906178.3087776997,5000000.0,50,Cu,Fe
305.5309614403263,1.4978724555724331e-06,2014220.8662836207,5000000.0,50,Cu,Ni
313.33947546513974,7.251162491140015e-06,9271100.675497862,5000000.0,50,Fe,Al
307.5079339056209,2.162665470780607e-06,2344902.61614745,5000000.0,50,Fe,Cu
333.62679253477717,5.956936521956405e-06,10599230.33986382,5000000.0,50,Fe,Fe
327.39491539024385,5.321049489973544e-06,9530895.433602875,5000000.0,50,Fe,Ni
310.0074762881215,5.152091672321136e-06,6568003.459725693,5000000.0,50,Ni,Al
305.5309330002687,1.4976468584463906e-06,1797903.2564134568,5000000.0,50,Ni,Cu
327.3949360870427,5.3215991938504845e-06,8954497.25563697,5000000.0,50,Ni,Fe
321.6868609306629,4.18869602140933e-06,7835100.737597691,5000000.0,50,Ni,Ni
303.9534559344752,1.429811608747403e-06,940047.035455925,5000000.0,100,Al,Al
302.2095537654468,9.989021071023516e-07,625926.9348624232,5000000.0,100,Al,Cu
312.28019552499745,6.735377007609881e-06,10497000.174827747,5000000.0,100,Al,Fe
309.2372009019887,4.797832705839904e-06,7465693.488745558,5000000.0,100,Al,Ni
302.2095581248538,9.987652949974465e-07,535211.1441543611,5000000.0,100,Cu,Al
301.26240793084213,3.24299361650084e-07,339488.90970391914,5000000.0,100,Cu,Cu
307.12826780416265,2.062926719091922e-06,2759965.6382110864,5000000.0,100,Cu,Fe
305.2573971895983,1.4303592001192069e-06,1944903.1044003977,5000000.0,100,Cu,Ni
312.280169706208,6.734284046489584e-06,8538190.764358336,5000000.0,100,Fe,Al
307.1282388892729,2.062592584136501e-06,2226716.0189045714,5000000.0,100,Fe,Cu
329.49172021510424,5.2825688728125255e-06,9618186.6331602,5000000.0,100,Fe,Fe
324.17209213952924,4.745879695211552e-06,8683949.464508727,5000000.0,100,Fe,Ni
309.2371839275601,4.797064252594525e-06,6064491.665195733,5000000.0,100,Ni,Al
305.2573778547083,1.4301434209869044e-06,1735847.5132123185,5000000.0,100,Ni,Cu
324.17210420284994,4.746367087558916e-06,8166211.742702194,5000000.0,100,Ni,Fe
319.2523472997194,3.7556991899707944e-06,7171575.1673047915,5000000.0,100,Ni,Ni
303.2118171907893,1.1822022247980572e-06,806159.1013206608,5000000.0,300,Al,Al
301.902578023627,8.763441570854766e-07,542568.3489233843,5000000.0,300,Al,Cu
309.3133429730239,5.260971291362887e-06,7940138.724944726,5000000.0,300,Al,Fe
307.0566972551005,3.775569871463551e-06,5689832.227222451,5000000.0,300,Al,Ni
301.90258023228955,8.762251578983472e-07,480193.2662345081,5000000.0,300,Cu,Al
301.1256442647919,2.918663379008481e-07,311402.62628472445,5000000.0,300,Cu,Cu
305.93260514775295,1.74184617765305e-06,2292113.0269081295,5000000.0,300,Cu,Fe
304.3907781872433,1.2128271736884922e-06,1720225.3114107004,5000000.0,300,Cu,Ni
309.3133337954163,5.260122578761712e-06,6458206.175162868,5000000.0,300,Fe,Al
305.9325919322481,1.7415622360258703e-06,1927046.7313159106,5000000.0,300,Fe,Cu
319.6973439036297,3.6603266467026374e-06,7226281.145827845,5000000.0,300,Fe,Fe
316.3885416440379,3.333109606653412e-06,6577984.0895611765,5000000.0,300,Fe,Ni
307.0566910702037,3.7749692015362746e-06,4621642.677488994,5000000.0,300,Ni,Al
304.39076942426675,1.2126430959312363e-06,1534708.3819902183,5000000.0,300,Ni,Cu
316.38854480969513,3.3334447447820924e-06,6205745.697033415,5000000.0,300,Ni,Fe
313.24199445002336,2.6720259567907346e-06,5491174.759843857,5000000.0,300,Ni,Ni
302.70090786467154,1.0097815870998636e-06,712058.9338337356,5000000.0,500,Al,Al
301.6698776379493,7.821491447484006e-07,493339.9216678319,5000000.0,500,Al,Cu
307.498645920724,4.3355212810384035e-06,6350325.543641258,5000000.0,500,Al,Fe
305.7056865874264,3.1267031063820077e-06,4572559.796625298,5000000.0,500,Al,Ni
301.6698789822134,7.820437635315939e-07,437677.9141945492,5000000.0,500,Cu,Al
301.01504447343564,2.6550819953448354e-07,288479.3505001144,5000000.0,500,Cu,Cu
305.0833442757216,1.5084987338489835e-06,1953644.0152230812,5000000.0,500,Cu,Fe
303.77078100945084,1.0538205549353677e-06,1554243.758887095,5000000.0,500,Cu,Ni
307.4986417825132,4.334825245634428e-06,5164869.570381606,5000000.0,500,Fe,Al
305.08333664676644,1.5082513949882193e-06,1739945.649203916,5000000.0,500,Fe,Cu
314.7777376921274,2.8205362383573334e-06,5954290.41900028,5000000.0,500,Fe,Fe
312.3879482016356,2.585107557760926e-06,5435448.273775545,5000000.0,500,Fe,Ni
305.7056837896983,3.1262084740505114e-06,3713856.418325695,5000000.0,500,Ni,Al
303.7707759784239,1.0536597356930268e-06,1386116.7901776473,5000000.0,500,Ni,Cu
312.3879492134718,2.585362856306426e-06,5141739.8205654295,5000000.0,500,Ni,Fe
310.0803965473058,2.0866467830068525e-06,4561930.967909439,5000000.0,500,Ni,Ni
